seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.07    	4.88    	7.16    	108.86  	-3.22   	2.78    	0.51    	3.20    	-       	
0.13    	5.67    	4.46    	109.49  	-3.22   	2.78    	0.51    	3.17    	-       	
0.20    	4.69    	1.13    	136.50  	-3.22   	2.78    	0.51    	3.11    	-       	
0.28    	2.79    	0.62    	102.64  	-3.22   	2.78    	0.51    	3.04    	-       	
0.34    	4.60    	1.06    	107.69  	-3.22   	2.78    	0.51    	3.10    	-       	
0.42    	4.71    	1.26    	113.20  	-3.22   	2.78    	0.51    	3.14    	-       	
0.57    	4.34    	0.62    	102.92  	-3.22   	2.78    	0.51    	3.24    	-       	
0.63    	4.49    	1.76    	119.08  	-3.22   	2.78    	0.51    	3.26    	-       	
0.69    	9.61    	0.72    	181.82  	-3.22   	2.78    	0.53    	3.32    	-       	
0.75    	8.21    	1.51    	138.19  	-3.22   	2.78    	0.56    	3.37    	-       	
0.82    	4.45    	1.20    	107.78  	-3.22   	2.78    	0.60    	3.44    	-       	
0.88    	8.09    	1.86    	138.19  	-3.22   	2.78    	0.68    	3.47    	-       	
0.96    	6.40    	0.62    	129.43  	-3.22   	2.78    	0.75    	3.51    	-       	
1.02    	6.92    	0.62    	134.79  	-3.22   	2.78    	0.87    	3.56    	-       	
1.10    	0.00    	0.00    	0.00    	-3.22   	2.79    	0.98    	3.60    	-       	
1.16    	0.00    	0.00    	0.00    	-3.22   	2.79    	1.15    	3.59    	-       	
1.23    	-7.38   	2.94    	11.91   	-3.23   	2.79    	1.30    	3.74    	-       	
1.31    	-7.21   	2.67    	11.89   	-3.23   	2.79    	1.49    	3.73    	-       	
1.39    	-7.20   	2.81    	11.89   	-3.24   	2.79    	1.73    	3.74    	-       	
1.45    	-28.37  	3.43    	40.29   	-3.24   	2.79    	1.97    	3.69    	-       	
1.52    	-29.29  	3.34    	40.08   	-3.25   	2.79    	2.20    	3.70    	-       	
1.58    	-28.43  	3.48    	40.17   	-3.25   	2.79    	2.46    	3.66    	-       	
1.64    	-26.56  	2.83    	42.04   	-3.26   	2.79    	2.70    	3.54    	-       	
1.71    	-26.75  	2.36    	42.04   	-3.26   	2.79    	2.97    	3.55    	-       	
1.78    	-26.15  	2.34    	42.16   	-3.26   	2.79    	3.25    	3.53    	-       	
1.84    	-8.08   	2.72    	11.89   	-3.26   	2.79    	3.60    	3.41    	-       	
1.91    	-25.67  	6.32    	56.62   	-3.25   	2.79    	3.89    	3.44    	-       	
1.97    	-27.48  	5.38    	57.87   	-3.25   	2.79    	4.29    	3.47    	-       	
2.04    	-6.58   	3.25    	11.95   	-3.25   	2.79    	4.62    	3.44    	gaze started: billboard_image_1	
2.12    	-27.48  	7.59    	57.30   	-3.25   	2.79    	5.05    	3.44    	-       	
2.19    	-27.48  	7.92    	56.65   	-3.25   	2.79    	5.51    	3.50    	gaze started: billboard_image_1	
2.25    	-27.48  	8.04    	58.05   	-3.24   	2.79    	5.96    	3.48    	-       	
2.32    	-27.48  	7.98    	56.96   	-3.24   	2.79    	6.38    	3.48    	-       	
2.38    	-27.48  	7.82    	56.34   	-3.24   	2.79    	6.87    	3.47    	-       	
