seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.07    	-7.56   	2.07    	11.89   	-3.17   	2.80    	0.69    	3.93    	-       	
0.16    	-7.69   	2.10    	11.89   	-3.17   	2.80    	0.69    	3.89    	-       	
0.22    	-7.37   	2.02    	11.89   	-3.17   	2.80    	0.69    	3.77    	-       	
0.30    	-7.21   	2.22    	11.89   	-3.18   	2.81    	0.69    	3.76    	-       	
0.36    	-7.46   	2.08    	11.89   	-3.18   	2.81    	0.69    	3.71    	-       	
0.43    	-7.50   	2.13    	11.89   	-3.18   	2.81    	0.69    	3.73    	-       	
0.50    	-7.57   	2.07    	11.89   	-3.18   	2.80    	0.69    	3.73    	-       	
0.58    	-6.85   	2.11    	11.89   	-3.18   	2.80    	0.69    	3.86    	-       	
0.65    	3.44    	0.62    	40.12   	-3.18   	2.80    	0.69    	3.88    	-       	
0.72    	3.17    	0.62    	42.00   	-3.18   	2.81    	0.69    	3.86    	-       	
0.79    	2.17    	0.62    	35.36   	-3.18   	2.81    	0.69    	3.89    	-       	
0.87    	2.21    	0.62    	36.80   	-3.18   	2.81    	0.69    	3.90    	-       	
0.94    	2.44    	0.62    	37.87   	-3.18   	2.80    	0.69    	3.90    	-       	
1.01    	1.83    	0.58    	34.48   	-3.18   	2.80    	0.69    	3.86    	-       	
1.08    	1.95    	0.62    	36.26   	-3.18   	2.80    	0.69    	3.82    	-       	
1.18    	2.17    	0.62    	37.86   	-3.18   	2.80    	0.69    	3.83    	-       	
1.26    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.69    	3.96    	-       	
1.33    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.69    	3.97    	-       	
1.40    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.69    	3.99    	-       	
1.48    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.69    	4.04    	-       	
1.56    	0.00    	0.00    	0.00    	-3.17   	2.79    	0.69    	4.13    	-       	
1.67    	0.00    	0.00    	0.00    	-3.17   	2.78    	0.69    	4.12    	-       	
1.75    	0.00    	0.00    	0.00    	-3.17   	2.78    	0.69    	4.15    	-       	
1.83    	0.00    	0.00    	0.00    	-3.17   	2.77    	0.69    	4.21    	-       	
1.90    	0.00    	0.00    	0.00    	-3.17   	2.77    	0.69    	4.19    	-       	
1.97    	0.00    	0.00    	0.00    	-3.17   	2.77    	0.69    	0.00    	-       	
2.03    	0.00    	0.00    	0.00    	-3.17   	2.77    	0.69    	0.00    	-       	
2.10    	0.00    	0.00    	0.00    	-3.17   	2.78    	0.70    	4.76    	-       	
2.16    	0.00    	0.00    	0.00    	-3.17   	2.79    	0.70    	4.43    	-       	
2.23    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.70    	4.30    	-       	
2.29    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.70    	4.31    	-       	
2.37    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.70    	4.30    	-       	
2.43    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.70    	4.19    	-       	
2.49    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.70    	4.08    	-       	
2.55    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.70    	4.02    	-       	
2.62    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.70    	3.96    	-       	
2.68    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.70    	3.92    	-       	
2.77    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.69    	3.89    	-       	
2.84    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.69    	3.90    	-       	
2.90    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.69    	3.93    	-       	
2.96    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.71    	4.04    	-       	
3.03    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.74    	4.01    	-       	
3.09    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.80    	4.02    	-       	
3.17    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.86    	4.06    	-       	
3.23    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.96    	4.10    	-       	
3.29    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.05    	4.13    	-       	
3.35    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.17    	4.20    	-       	
3.42    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.29    	4.23    	-       	
3.49    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.46    	4.24    	-       	
3.56    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.62    	4.27    	-       	
3.62    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.83    	4.29    	-       	
3.69    	0.00    	0.00    	0.00    	-3.18   	2.80    	2.02    	4.30    	-       	
3.75    	0.00    	0.00    	0.00    	-3.18   	2.80    	2.26    	4.30    	-       	
3.83    	0.00    	0.00    	0.00    	-3.18   	2.80    	2.48    	4.24    	-       	
3.90    	0.00    	0.00    	0.00    	-3.18   	2.80    	2.82    	4.25    	-       	
3.97    	0.00    	0.00    	0.00    	-3.18   	2.80    	3.09    	4.26    	-       	
4.03    	0.00    	0.00    	0.00    	-3.18   	2.80    	3.40    	4.27    	-       	
4.09    	0.00    	0.00    	0.00    	-3.18   	2.80    	3.69    	4.27    	-       	
4.15    	0.00    	0.00    	0.00    	-3.18   	2.80    	3.99    	4.28    	-       	
4.22    	0.00    	0.00    	0.00    	-3.18   	2.80    	4.31    	4.28    	-       	
4.29    	0.00    	0.00    	0.00    	-3.18   	2.80    	4.70    	4.31    	-       	
4.36    	0.00    	0.00    	0.00    	-3.18   	2.80    	5.06    	4.30    	-       	
4.41    	0.00    	0.00    	0.00    	-3.18   	2.80    	5.49    	4.29    	-       	
4.49    	0.00    	0.00    	0.00    	-3.18   	2.80    	5.85    	4.29    	-       	
4.55    	0.00    	0.00    	0.00    	-3.18   	2.80    	6.34    	4.32    	-       	
4.61    	0.00    	0.00    	0.00    	-3.18   	2.80    	6.74    	4.32    	-       	
4.67    	0.00    	0.00    	0.00    	-3.18   	2.80    	7.18    	4.33    	-       	
4.74    	0.00    	0.00    	0.00    	-3.18   	2.80    	7.63    	4.36    	-       	
4.81    	0.00    	0.00    	0.00    	-3.18   	2.80    	8.17    	4.37    	-       	
4.89    	0.00    	0.00    	0.00    	-3.18   	2.80    	8.66    	4.38    	-       	
4.96    	0.00    	0.00    	0.00    	-3.18   	2.80    	9.32    	4.36    	-       	
5.02    	0.00    	0.00    	0.00    	-3.18   	2.80    	9.84    	4.37    	-       	
5.08    	0.00    	0.00    	0.00    	-3.18   	2.80    	10.38   	4.36    	-       	
5.16    	0.00    	0.00    	0.00    	-3.18   	2.80    	10.87   	4.36    	-       	
5.22    	0.00    	0.00    	0.00    	-3.18   	2.80    	11.45   	4.36    	-       	
5.29    	0.00    	0.00    	0.00    	-3.18   	2.80    	11.95   	4.37    	-       	
5.36    	0.00    	0.00    	0.00    	-3.18   	2.80    	12.51   	4.39    	-       	
5.42    	0.00    	0.00    	0.00    	-3.18   	2.80    	13.07   	4.39    	-       	
5.49    	0.00    	0.00    	0.00    	-3.18   	2.80    	13.58   	4.39    	-       	
5.56    	0.00    	0.00    	0.00    	-3.18   	2.80    	14.08   	4.47    	-       	
5.62    	0.00    	0.00    	0.00    	-3.18   	2.80    	14.65   	4.38    	-       	
5.69    	0.00    	0.00    	0.00    	-3.18   	2.80    	15.13   	4.38    	-       	
5.75    	0.00    	0.00    	0.00    	-3.18   	2.80    	15.71   	4.37    	-       	
5.82    	0.00    	0.00    	0.00    	-3.18   	2.80    	16.19   	4.39    	-       	
5.88    	0.00    	0.00    	0.00    	-3.18   	2.80    	16.78   	4.39    	-       	
5.96    	0.00    	0.00    	0.00    	-3.18   	2.80    	17.27   	4.35    	-       	
6.02    	0.00    	0.00    	0.00    	-3.18   	2.80    	17.85   	4.33    	-       	
6.10    	0.00    	0.00    	0.00    	-3.18   	2.80    	18.40   	4.41    	-       	
6.16    	0.00    	0.00    	0.00    	-3.18   	2.80    	19.00   	4.53    	-       	
6.22    	0.00    	0.00    	0.00    	-3.18   	2.80    	19.47   	4.45    	-       	
6.28    	0.00    	0.00    	0.00    	-3.18   	2.80    	19.98   	4.43    	-       	
6.34    	0.00    	0.00    	0.00    	-3.18   	2.80    	20.46   	4.43    	-       	
6.41    	0.00    	0.00    	0.00    	-3.18   	2.80    	20.96   	4.40    	-       	
6.47    	0.00    	0.00    	0.00    	-3.18   	2.80    	21.44   	4.31    	-       	
6.53    	0.00    	0.00    	0.00    	-3.18   	2.80    	21.94   	4.29    	-       	
6.59    	0.00    	0.00    	0.00    	-3.18   	2.80    	22.42   	4.28    	-       	
6.65    	0.00    	0.00    	0.00    	-3.18   	2.80    	22.91   	4.24    	-       	
6.71    	0.00    	0.00    	0.00    	-3.18   	2.80    	23.40   	4.22    	-       	
6.77    	0.00    	0.00    	0.00    	-3.18   	2.80    	23.89   	4.20    	-       	
6.85    	0.00    	0.00    	0.00    	-3.18   	2.80    	24.38   	4.05    	-       	
6.91    	0.00    	0.00    	0.00    	-3.18   	2.80    	24.96   	4.06    	-       	
6.98    	0.00    	0.00    	0.00    	-3.18   	2.80    	25.44   	4.04    	-       	
7.05    	0.00    	0.00    	0.00    	-3.18   	2.80    	26.02   	4.11    	-       	
7.12    	0.00    	0.00    	0.00    	-3.18   	2.80    	26.62   	0.00    	-       	
7.19    	0.00    	0.00    	0.00    	-3.18   	2.80    	27.18   	4.18    	-       	
7.25    	0.00    	0.00    	0.00    	-3.18   	2.81    	27.67   	4.18    	-       	
7.31    	0.00    	0.00    	0.00    	-3.18   	2.81    	28.16   	4.22    	-       	
7.38    	0.00    	0.00    	0.00    	-3.18   	2.81    	28.65   	4.25    	-       	
7.44    	0.00    	0.00    	0.00    	-3.18   	2.81    	29.22   	4.24    	-       	
7.50    	0.00    	0.00    	0.00    	-3.18   	2.81    	29.68   	4.25    	-       	
7.56    	0.00    	0.00    	0.00    	-3.18   	2.81    	30.20   	4.27    	-       	
7.63    	0.00    	0.00    	0.00    	-3.18   	2.81    	30.68   	4.22    	-       	
7.69    	0.00    	0.00    	0.00    	-3.18   	2.81    	31.27   	4.23    	-       	
7.76    	0.00    	0.00    	0.00    	-3.18   	2.81    	31.72   	4.24    	-       	
7.82    	0.00    	0.00    	0.00    	-3.18   	2.81    	32.24   	4.24    	-       	
7.89    	0.00    	0.00    	0.00    	-3.18   	2.81    	32.76   	4.23    	-       	
7.95    	0.00    	0.00    	0.00    	-3.18   	2.81    	33.31   	4.26    	-       	
8.01    	0.00    	0.00    	0.00    	-3.18   	2.81    	33.79   	4.28    	-       	
8.08    	0.00    	0.00    	0.00    	-3.18   	2.81    	34.29   	4.28    	-       	
8.17    	0.00    	0.00    	0.00    	-3.18   	2.81    	34.79   	4.28    	-       	
8.23    	0.00    	0.00    	0.00    	-3.18   	2.81    	35.53   	4.28    	-       	
8.29    	0.00    	0.00    	0.00    	-3.18   	2.81    	36.01   	4.32    	-       	
8.35    	0.00    	0.00    	0.00    	-3.18   	2.81    	36.51   	4.32    	-       	
8.42    	0.00    	0.00    	0.00    	-3.18   	2.80    	36.99   	4.33    	-       	
8.50    	0.00    	0.00    	0.00    	-3.18   	2.81    	37.57   	4.36    	-       	
8.58    	0.00    	0.00    	0.00    	-3.18   	2.81    	38.15   	4.39    	-       	
8.64    	0.00    	0.00    	0.00    	-3.18   	2.81    	38.82   	4.32    	-       	
8.71    	0.00    	0.00    	0.00    	-3.18   	2.81    	39.33   	4.32    	-       	
8.78    	0.00    	0.00    	0.00    	-3.18   	2.81    	39.89   	4.31    	-       	
8.85    	0.00    	0.00    	0.00    	-3.18   	2.80    	40.41   	4.28    	-       	
8.91    	0.00    	0.00    	0.00    	-3.18   	2.80    	40.96   	4.26    	-       	
8.98    	0.00    	0.00    	0.00    	-3.18   	2.81    	41.45   	4.17    	-       	
9.04    	0.00    	0.00    	0.00    	-3.18   	2.81    	42.02   	4.18    	-       	
9.10    	-33.74  	14.29   	202.50  	-3.18   	2.81    	42.48   	4.18    	-       	
9.18    	-31.83  	13.19   	202.50  	-3.18   	2.81    	43.00   	4.19    	-       	
9.26    	-31.74  	12.53   	202.50  	-3.18   	2.81    	43.60   	4.16    	-       	
9.32    	-31.68  	13.40   	202.50  	-3.18   	2.81    	44.24   	4.13    	-       	
9.38    	-31.56  	13.13   	202.50  	-3.18   	2.81    	44.72   	4.07    	-       	
9.44    	-31.51  	13.41   	202.50  	-3.18   	2.81    	45.22   	3.98    	-       	
9.51    	3.62    	0.62    	187.24  	-3.18   	2.81    	45.72   	3.79    	-       	
9.57    	0.00    	0.00    	0.00    	-3.18   	2.81    	46.29   	3.76    	-       	
9.65    	2.27    	0.58    	100.85  	-3.18   	2.81    	46.76   	3.77    	-       	
9.71    	2.32    	0.62    	102.94  	-3.18   	2.81    	47.36   	3.77    	-       	
9.78    	2.60    	0.62    	106.22  	-3.18   	2.81    	47.85   	3.76    	-       	
9.84    	2.73    	0.62    	107.17  	-3.18   	2.81    	48.42   	3.75    	-       	
9.91    	2.52    	0.62    	104.92  	-3.18   	2.81    	48.92   	3.77    	-       	
9.97    	2.18    	0.62    	102.54  	-3.18   	2.81    	49.49   	3.77    	-       	
10.03   	2.10    	0.62    	102.87  	-3.18   	2.81    	49.95   	3.79    	-       	
10.09   	0.00    	0.00    	0.00    	-3.18   	2.81    	50.47   	3.87    	-       	
10.17   	0.00    	0.00    	0.00    	-3.18   	2.81    	50.94   	3.88    	-       	
10.23   	0.00    	0.00    	0.00    	-3.18   	2.81    	51.53   	3.91    	-       	
10.31   	0.00    	0.00    	0.00    	-3.18   	2.81    	52.04   	3.95    	-       	
10.37   	0.00    	0.00    	0.00    	-3.18   	2.81    	52.69   	4.00    	-       	
10.45   	0.00    	0.00    	0.00    	-3.18   	2.81    	53.18   	3.97    	-       	
10.50   	0.00    	0.00    	0.00    	-3.18   	2.81    	53.76   	3.94    	-       	
10.57   	0.00    	0.00    	0.00    	-3.18   	2.81    	54.22   	3.91    	-       	
10.63   	-35.67  	16.59   	201.34  	-3.18   	2.81    	54.73   	3.95    	-       	
10.70   	-33.04  	15.38   	202.50  	-3.18   	2.81    	55.22   	3.94    	gaze started: billboard_image_5	
10.77   	-32.68  	15.09   	202.50  	-3.18   	2.81    	55.80   	3.94    	-       	
10.83   	-32.13  	14.63   	202.50  	-3.18   	2.81    	56.26   	3.92    	-       	
10.90   	-31.97  	14.38   	202.50  	-3.18   	2.81    	56.87   	3.91    	-       	
10.97   	-32.98  	14.12   	202.50  	-3.18   	2.81    	57.37   	3.89    	-       	
11.03   	0.00    	0.00    	0.00    	-3.18   	2.81    	57.93   	3.76    	-       	
11.09   	0.00    	0.00    	0.00    	-3.18   	2.81    	58.40   	3.79    	-       	
11.15   	0.00    	0.00    	0.00    	-3.18   	2.81    	58.91   	3.78    	-       	
11.21   	0.00    	0.00    	0.00    	-3.18   	2.81    	59.39   	3.78    	-       	
11.27   	0.00    	0.00    	0.00    	-3.18   	2.81    	59.89   	3.78    	-       	
11.36   	0.00    	0.00    	0.00    	-3.18   	2.81    	60.37   	3.72    	-       	
11.42   	6.89    	1.06    	110.86  	-3.18   	2.81    	61.05   	3.74    	-       	
11.49   	6.59    	0.87    	111.53  	-3.18   	2.81    	61.54   	3.72    	-       	
11.55   	7.94    	0.86    	120.84  	-3.18   	2.81    	62.11   	3.75    	-       	
11.61   	7.49    	0.62    	118.11  	-3.18   	2.81    	62.58   	3.77    	-       	
11.67   	0.00    	0.00    	0.00    	-3.18   	2.81    	63.09   	3.85    	-       	
11.73   	0.00    	0.00    	0.00    	-3.18   	2.81    	63.55   	3.85    	-       	
11.80   	0.00    	0.00    	0.00    	-3.18   	2.81    	64.07   	3.86    	-       	
11.87   	0.00    	0.00    	0.00    	-3.18   	2.81    	64.55   	3.89    	-       	
11.93   	0.00    	0.00    	0.00    	-3.18   	2.81    	65.13   	3.91    	-       	
11.99   	0.00    	0.00    	0.00    	-3.18   	2.81    	65.60   	3.91    	-       	
12.05   	0.00    	0.00    	0.00    	-3.18   	2.81    	66.11   	3.93    	-       	
12.12   	0.00    	0.00    	0.00    	-3.18   	2.81    	66.59   	3.95    	-       	
12.18   	0.00    	0.00    	0.00    	-3.18   	2.81    	67.18   	3.96    	-       	
12.25   	0.00    	0.00    	0.00    	-3.18   	2.81    	67.66   	4.07    	-       	
12.30   	9.20    	0.62    	111.04  	-3.18   	2.81    	68.16   	4.11    	-       	
12.37   	7.04    	0.81    	105.25  	-3.18   	2.81    	68.64   	4.12    	-       	
12.44   	6.82    	0.87    	105.43  	-3.18   	2.81    	69.13   	4.12    	-       	
12.51   	7.87    	0.62    	109.89  	-3.18   	2.81    	69.72   	4.12    	-       	
12.57   	8.33    	0.62    	111.68  	-3.18   	2.81    	70.29   	4.14    	-       	
12.63   	8.54    	0.62    	112.88  	-3.18   	2.81    	70.75   	4.14    	-       	
12.69   	0.00    	0.00    	0.00    	-3.18   	2.81    	71.26   	4.00    	-       	
12.76   	0.00    	0.00    	0.00    	-3.18   	2.81    	71.72   	4.00    	-       	
12.82   	0.00    	0.00    	0.00    	-3.18   	2.81    	72.24   	4.00    	-       	
12.88   	0.00    	0.00    	0.00    	-3.18   	2.81    	72.74   	3.99    	-       	
12.94   	0.00    	0.00    	0.00    	-3.18   	2.81    	73.23   	3.97    	-       	
13.00   	0.00    	0.00    	0.00    	-3.18   	2.81    	73.69   	3.95    	-       	
13.06   	0.00    	0.00    	0.00    	-3.18   	2.81    	74.20   	3.92    	-       	
13.13   	0.00    	0.00    	0.00    	-3.18   	2.81    	74.67   	3.88    	-       	
13.19   	0.00    	0.00    	0.00    	-3.18   	2.81    	75.27   	3.90    	-       	
13.26   	0.00    	0.00    	0.00    	-3.18   	2.81    	75.72   	3.92    	-       	
13.32   	0.00    	0.00    	0.00    	-3.18   	2.81    	76.25   	3.92    	-       	
13.38   	0.00    	0.00    	0.00    	-3.18   	2.81    	76.71   	3.95    	-       	
13.44   	0.00    	0.00    	0.00    	-3.18   	2.81    	77.22   	4.00    	-       	
13.52   	0.00    	0.00    	0.00    	-3.18   	2.81    	77.70   	4.04    	-       	
13.58   	0.00    	0.00    	0.00    	-3.18   	2.81    	78.38   	4.07    	-       	
13.65   	0.00    	0.00    	0.00    	-3.18   	2.81    	78.84   	4.08    	-       	
13.70   	0.00    	0.00    	0.00    	-3.18   	2.81    	79.36   	4.11    	-       	
13.77   	0.00    	0.00    	0.00    	-3.18   	2.81    	79.80   	4.11    	-       	
13.83   	0.00    	0.00    	0.00    	-3.18   	2.81    	80.33   	4.13    	-       	
13.90   	0.00    	0.00    	0.00    	-3.18   	2.80    	80.83   	4.16    	-       	
13.96   	0.00    	0.00    	0.00    	-3.18   	2.80    	81.40   	4.20    	-       	
14.02   	0.00    	0.00    	0.00    	-3.18   	2.80    	81.87   	4.21    	-       	
14.08   	0.00    	0.00    	0.00    	-3.18   	2.80    	82.38   	4.20    	-       	
