seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.15    	0.00    	0.00    	0.00    	-3.24   	2.83    	0.45    	4.75    	-       	
0.24    	0.00    	0.00    	0.00    	-3.24   	2.83    	0.45    	4.76    	-       	
0.35    	0.00    	0.00    	0.00    	-3.24   	2.83    	0.45    	4.80    	-       	
0.45    	0.00    	0.00    	0.00    	-3.24   	2.82    	0.45    	4.84    	-       	
0.55    	4.97    	2.95    	256.16  	-3.24   	2.82    	0.45    	4.90    	-       	
0.65    	4.45    	1.37    	220.90  	-3.24   	2.82    	0.45    	4.94    	-       	
0.75    	4.54    	1.82    	227.74  	-3.24   	2.82    	0.45    	4.98    	-       	
0.85    	4.57    	2.16    	250.20  	-3.24   	2.83    	0.45    	5.02    	-       	
0.95    	5.39    	4.60    	181.65  	-3.23   	2.83    	0.45    	5.04    	-       	
1.04    	10.72   	2.19    	333.73  	-3.23   	2.83    	0.45    	5.03    	-       	
1.14    	4.51    	1.74    	198.94  	-3.23   	2.83    	0.45    	5.05    	-       	
1.24    	4.49    	2.30    	194.63  	-3.23   	2.83    	0.45    	5.07    	-       	
1.34    	4.75    	2.72    	185.45  	-3.23   	2.83    	0.45    	5.09    	-       	
1.45    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.05    	-       	
1.57    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.07    	-       	
1.66    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.07    	-       	
1.77    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.08    	-       	
1.87    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.07    	-       	
1.98    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.08    	-       	
2.08    	-27.97  	22.04   	202.50  	-3.23   	2.83    	0.45    	5.20    	-       	
2.19    	-30.40  	18.28   	201.34  	-3.23   	2.83    	0.45    	5.13    	-       	
2.28    	-30.38  	18.05   	201.34  	-3.23   	2.83    	0.45    	5.13    	gaze started: billboard_image_5	
2.39    	-26.78  	15.87   	207.70  	-3.23   	2.83    	0.45    	5.19    	-       	
2.50    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.11    	-       	
2.62    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.11    	-       	
2.73    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.45    	5.12    	-       	
2.84    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.49    	5.14    	-       	
2.94    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.59    	5.16    	-       	
3.07    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.72    	5.18    	-       	
3.17    	0.00    	0.00    	0.00    	-3.23   	2.83    	0.94    	5.20    	-       	
3.26    	0.00    	0.00    	0.00    	-3.23   	2.83    	1.16    	5.18    	-       	
