seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.08    	3.94    	2.36    	9.72    	-3.14   	2.80    	0.55    	3.86    	-       	
0.15    	3.94    	2.36    	9.72    	-3.14   	2.80    	0.55    	3.81    	-       	
0.22    	3.86    	2.38    	9.74    	-3.15   	2.80    	0.55    	3.71    	-       	
0.28    	3.16    	2.82    	9.97    	-3.15   	2.80    	0.55    	3.61    	-       	
0.35    	0.00    	0.00    	0.00    	-3.15   	2.80    	0.55    	0.00    	-       	
0.42    	0.00    	0.00    	0.00    	-3.15   	2.80    	0.55    	0.00    	-       	
0.49    	8.65    	2.72    	102.10  	-3.15   	2.80    	0.55    	3.63    	-       	
0.55    	8.67    	3.58    	102.09  	-3.15   	2.80    	0.56    	3.74    	-       	
0.62    	10.15   	2.54    	116.94  	-3.15   	2.80    	0.56    	3.71    	-       	
0.68    	11.42   	2.20    	116.97  	-3.15   	2.80    	0.56    	3.69    	-       	
0.75    	9.96    	0.86    	119.25  	-3.16   	2.80    	0.56    	3.73    	-       	
0.81    	7.00    	0.62    	102.37  	-3.16   	2.80    	0.56    	3.71    	-       	
0.87    	0.00    	0.00    	0.00    	-3.16   	2.80    	0.56    	3.78    	-       	
0.94    	0.00    	0.00    	0.00    	-3.16   	2.80    	0.56    	3.77    	-       	
1.01    	0.00    	0.00    	0.00    	-3.17   	2.80    	0.56    	3.80    	-       	
1.08    	0.00    	0.00    	0.00    	-3.17   	2.80    	0.56    	3.80    	-       	
1.15    	0.00    	0.00    	0.00    	-3.17   	2.80    	0.56    	3.80    	-       	
1.21    	0.00    	0.00    	0.00    	-3.17   	2.80    	0.56    	3.84    	-       	
1.28    	0.00    	0.00    	0.00    	-3.17   	2.80    	0.56    	3.82    	-       	
1.34    	0.00    	0.00    	0.00    	-3.17   	2.80    	0.56    	3.83    	-       	
1.41    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.58    	3.85    	-       	
1.49    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.61    	3.71    	-       	
1.56    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.67    	3.82    	-       	
1.63    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.76    	3.78    	-       	
1.70    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.85    	3.76    	-       	
1.75    	0.00    	0.00    	0.00    	-3.18   	2.80    	0.96    	3.75    	-       	
1.82    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.07    	3.91    	-       	
1.88    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.20    	3.80    	-       	
1.95    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.34    	3.80    	-       	
2.01    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.54    	3.82    	-       	
2.07    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.70    	3.83    	-       	
2.13    	0.00    	0.00    	0.00    	-3.18   	2.80    	1.91    	3.83    	-       	
2.20    	0.00    	0.00    	0.00    	-3.18   	2.81    	2.11    	3.80    	-       	
2.25    	0.00    	0.00    	0.00    	-3.18   	2.81    	2.33    	3.69    	-       	
2.32    	0.00    	0.00    	0.00    	-3.18   	2.81    	2.56    	3.73    	-       	
2.38    	0.00    	0.00    	0.00    	-3.19   	2.81    	2.82    	3.70    	-       	
2.44    	0.00    	0.00    	0.00    	-3.19   	2.81    	3.08    	3.72    	-       	
2.52    	0.00    	0.00    	0.00    	-3.19   	2.81    	3.37    	3.85    	-       	
2.58    	0.00    	0.00    	0.00    	-3.18   	2.81    	3.73    	3.66    	-       	
2.64    	0.00    	0.00    	0.00    	-3.19   	2.81    	4.09    	3.91    	-       	
2.71    	0.00    	0.00    	0.00    	-3.19   	2.81    	4.41    	3.89    	-       	
2.76    	0.00    	0.00    	0.00    	-3.19   	2.81    	4.76    	3.86    	-       	
2.83    	0.00    	0.00    	0.00    	-3.19   	2.81    	5.10    	3.80    	-       	
2.89    	-29.46  	0.86    	190.64  	-3.19   	2.81    	5.49    	3.85    	-       	
2.96    	-27.93  	1.66    	177.46  	-3.19   	2.81    	5.87    	3.87    	-       	
3.04    	-31.85  	1.74    	190.42  	-3.19   	2.81    	6.36    	3.87    	-       	
3.11    	-34.34  	4.91    	193.21  	-3.19   	2.81    	6.86    	3.86    	-       	
3.18    	-31.38  	8.94    	202.50  	-3.19   	2.81    	7.38    	3.92    	-       	
3.25    	0.00    	0.00    	0.00    	-3.19   	2.81    	7.89    	3.72    	-       	
3.32    	1.97    	0.62    	55.47   	-3.18   	2.81    	8.48    	3.71    	-       	
3.39    	0.00    	0.00    	0.00    	-3.18   	2.81    	9.01    	3.59    	-       	
3.45    	1.92    	0.62    	59.65   	-3.18   	2.81    	9.63    	3.59    	-       	
3.53    	5.12    	0.62    	49.20   	-3.18   	2.81    	10.10   	3.56    	-       	
3.62    	8.72    	0.66    	49.97   	-3.18   	2.81    	10.70   	3.57    	-       	
3.69    	8.77    	1.97    	52.27   	-3.17   	2.81    	11.40   	3.61    	-       	
3.76    	8.77    	1.96    	49.27   	-3.17   	2.81    	12.03   	3.69    	-       	
3.83    	8.72    	1.33    	52.31   	-3.17   	2.81    	12.52   	3.54    	-       	
3.89    	8.72    	0.96    	51.15   	-3.16   	2.81    	13.09   	3.62    	-       	
3.96    	4.30    	0.62    	38.02   	-3.16   	2.81    	13.57   	3.57    	-       	
4.02    	6.53    	0.62    	45.96   	-3.16   	2.81    	14.16   	3.48    	-       	
4.09    	0.00    	0.00    	0.00    	-3.16   	2.81    	14.62   	3.84    	-       	
4.15    	0.00    	0.00    	0.00    	-3.16   	2.81    	15.22   	3.75    	-       	
4.22    	0.00    	0.00    	0.00    	-3.16   	2.81    	15.69   	3.77    	-       	
4.28    	0.00    	0.00    	0.00    	-3.16   	2.81    	16.21   	3.88    	-       	
4.34    	0.00    	0.00    	0.00    	-3.17   	2.81    	16.67   	3.78    	-       	
4.40    	0.00    	0.00    	0.00    	-3.17   	2.81    	17.19   	3.73    	-       	
4.47    	0.00    	0.00    	0.00    	-3.18   	2.81    	17.67   	3.67    	-       	
4.53    	0.00    	0.00    	0.00    	-3.19   	2.81    	18.26   	3.71    	-       	
4.60    	0.00    	0.00    	0.00    	-3.19   	2.81    	18.73   	3.70    	-       	
4.68    	0.00    	0.00    	0.00    	-3.19   	2.81    	19.23   	3.70    	-       	
4.74    	0.00    	0.00    	0.00    	-3.19   	2.81    	19.88   	3.70    	-       	
4.80    	0.00    	0.00    	0.00    	-3.19   	2.81    	20.39   	3.69    	-       	
4.86    	0.00    	0.00    	0.00    	-3.19   	2.81    	20.87   	3.55    	-       	
4.92    	0.00    	0.00    	0.00    	-3.19   	2.81    	21.37   	3.69    	-       	
4.98    	0.00    	0.00    	0.00    	-3.19   	2.81    	21.85   	3.66    	-       	
5.04    	0.00    	0.00    	0.00    	-3.19   	2.81    	22.34   	3.69    	-       	
5.11    	0.00    	0.00    	0.00    	-3.20   	2.81    	22.82   	3.67    	-       	
5.16    	0.00    	0.00    	0.00    	-3.20   	2.81    	23.32   	3.66    	-       	
5.23    	0.00    	0.00    	0.00    	-3.20   	2.81    	23.78   	3.77    	-       	
5.29    	0.00    	0.00    	0.00    	-3.20   	2.81    	24.30   	3.68    	-       	
5.35    	0.00    	0.00    	0.00    	-3.20   	2.81    	24.75   	3.72    	-       	
5.41    	0.00    	0.00    	0.00    	-3.20   	2.81    	25.28   	3.71    	-       	
5.47    	0.00    	0.00    	0.00    	-3.20   	2.81    	25.76   	3.72    	-       	
5.53    	0.00    	0.00    	0.00    	-3.20   	2.81    	26.26   	3.79    	-       	
5.60    	0.00    	0.00    	0.00    	-3.20   	2.81    	26.72   	3.78    	-       	
5.65    	0.00    	0.00    	0.00    	-3.19   	2.81    	27.23   	3.94    	-       	
5.73    	3.46    	0.62    	69.37   	-3.19   	2.81    	27.70   	3.91    	-       	
5.80    	2.96    	0.62    	67.11   	-3.19   	2.81    	28.30   	3.85    	-       	
5.86    	3.20    	0.62    	69.10   	-3.19   	2.81    	28.85   	3.82    	-       	
5.92    	3.30    	0.62    	68.97   	-3.19   	2.81    	29.37   	3.78    	-       	
5.98    	0.00    	0.00    	0.00    	-3.19   	2.81    	29.85   	3.70    	-       	
6.04    	4.54    	0.62    	69.15   	-3.18   	2.81    	30.34   	3.77    	-       	
6.11    	3.95    	0.62    	65.98   	-3.18   	2.81    	30.81   	3.74    	-       	
6.17    	3.06    	0.62    	63.60   	-3.18   	2.81    	31.33   	3.69    	-       	
6.23    	3.09    	0.62    	64.05   	-3.18   	2.81    	31.79   	3.66    	-       	
6.28    	3.25    	0.62    	65.48   	-3.18   	2.81    	32.30   	3.67    	-       	
6.35    	3.08    	0.62    	65.30   	-3.18   	2.81    	32.74   	3.68    	-       	
6.41    	3.28    	0.62    	66.58   	-3.18   	2.81    	33.27   	3.64    	-       	
6.47    	2.70    	0.62    	63.92   	-3.18   	2.81    	33.73   	3.57    	-       	
6.53    	2.81    	0.62    	63.84   	-3.18   	2.81    	34.25   	3.69    	-       	
6.60    	2.64    	0.62    	63.41   	-3.18   	2.81    	34.72   	3.69    	-       	
6.65    	7.36    	0.62    	69.58   	-3.18   	2.81    	35.23   	3.94    	-       	
6.72    	8.92    	0.82    	60.12   	-3.18   	2.81    	35.69   	3.89    	-       	
6.79    	8.91    	0.89    	61.80   	-3.17   	2.81    	36.20   	3.95    	-       	
