seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.08    	9.98    	1.79    	56.78   	-3.21   	2.78    	21.08   	3.77    	-       	
0.15    	9.75    	1.77    	56.77   	-3.21   	2.78    	21.68   	3.81    	-       	
0.21    	9.69    	1.71    	56.76   	-3.21   	2.78    	22.24   	3.86    	-       	
0.29    	9.71    	1.86    	56.83   	-3.21   	2.78    	22.74   	3.85    	-       	
0.35    	12.23   	3.68    	50.51   	-3.21   	2.78    	23.39   	3.72    	-       	
0.42    	12.30   	3.61    	50.56   	-3.20   	2.78    	23.89   	3.68    	-       	
0.49    	12.37   	3.59    	50.54   	-3.20   	2.78    	24.45   	3.68    	-       	
0.56    	12.97   	3.45    	50.35   	-3.20   	2.78    	24.96   	3.72    	-       	
0.62    	12.98   	3.38    	50.43   	-3.20   	2.78    	25.52   	3.72    	-       	
0.68    	13.92   	1.95    	51.37   	-3.20   	2.78    	26.01   	3.84    	-       	
0.73    	8.72    	1.85    	44.01   	-3.19   	2.78    	26.50   	3.84    	-       	
0.79    	8.72    	1.33    	44.05   	-3.19   	2.77    	26.92   	3.83    	-       	
0.84    	8.72    	0.74    	44.11   	-3.19   	2.77    	27.40   	3.88    	-       	
0.90    	8.72    	1.68    	44.63   	-3.19   	2.77    	27.80   	3.88    	-       	
0.95    	8.72    	1.73    	44.77   	-3.19   	2.77    	28.28   	3.97    	-       	
1.02    	8.76    	1.95    	45.43   	-3.18   	2.76    	28.69   	4.03    	-       	
1.09    	8.84    	2.00    	46.33   	-3.18   	2.76    	29.26   	4.10    	-       	
1.17    	12.72   	2.09    	52.10   	-3.18   	2.76    	29.77   	4.13    	-       	
1.23    	10.03   	2.03    	48.75   	-3.19   	2.76    	30.42   	4.17    	-       	
1.29    	12.21   	2.25    	52.40   	-3.19   	2.76    	30.90   	4.23    	-       	
1.35    	8.91    	1.33    	64.67   	-3.19   	2.76    	31.40   	4.32    	-       	
1.42    	0.00    	0.00    	0.00    	-3.20   	2.76    	31.92   	4.44    	-       	
1.49    	0.00    	0.00    	0.00    	-3.20   	2.76    	32.48   	4.34    	-       	
1.57    	0.00    	0.00    	0.00    	-3.21   	2.75    	33.04   	4.37    	-       	
1.65    	0.00    	0.00    	0.00    	-3.22   	2.75    	33.64   	4.31    	-       	
1.72    	0.00    	0.00    	0.00    	-3.22   	2.75    	34.29   	4.35    	-       	
1.79    	0.00    	0.00    	0.00    	-3.23   	2.75    	34.89   	4.36    	-       	
1.86    	-25.45  	-0.59   	1026.36 	-3.23   	2.75    	35.42   	4.33    	-       	
1.92    	0.00    	0.00    	0.00    	-3.23   	2.75    	35.95   	4.38    	-       	
1.99    	-28.11  	2.30    	680.09  	-3.23   	2.75    	36.47   	4.39    	-       	
2.05    	-31.37  	3.08    	202.50  	-3.24   	2.75    	37.02   	4.29    	-       	
2.15    	-37.04  	0.57    	99.28   	-3.24   	2.76    	37.53   	4.32    	-       	
2.21    	-43.41  	0.62    	109.97  	-3.24   	2.76    	38.26   	4.17    	-       	
2.28    	-52.84  	0.83    	114.57  	-3.25   	2.76    	38.77   	4.12    	-       	
2.34    	-51.41  	0.62    	98.14   	-3.26   	2.76    	39.32   	4.05    	-       	
2.41    	0.00    	0.00    	0.00    	-3.27   	2.76    	39.81   	3.95    	-       	
2.48    	0.00    	0.00    	0.00    	-3.28   	2.76    	40.38   	3.90    	-       	
2.53    	-51.43  	0.56    	95.92   	-3.29   	2.76    	40.88   	3.88    	-       	
2.59    	-24.21  	2.62    	57.70   	-3.29   	2.76    	41.35   	3.91    	-       	
2.64    	-24.25  	2.57    	57.72   	-3.30   	2.76    	41.77   	3.94    	-       	
